year,block,zipcode,xcoord,ycoord,yearbuilt,age,build_alter_gap,alterage,alterage_squared,alterage_cubed,elevator,commercial,garage,storage,basement,waterfront,frontage,block_assmeblage,cooperative,conv_loft_wh,tenament,garden,semi_fireproof,fireproof,luxury,artist_res,3_units,4_units,5_6_units,7_10_units,11_25_units,26_50_units,50plus_units,units_per_building,floors,floors_squared,zip_avg_age,zip_avg_alterage,zip_avg_res_units_pb,zip_avg_total_units_pb,zip_avg_num_buildings,zip_avg_development,zip_small_residential,zip_rental_walk_up,zip_rental_elevator,zip_condominiums,zip_offices,zip_industrial_utility,zip_government,zip_loft,zip_parking,zip_cars,zip_hotel,zip_theater,zip_retail,zip_healthcare,zip_asylum,zip_church,zip_education,zip_public,zip_outdoor,zip_transport,pcvpu_l1,pcvpu_l2,pcvpu_l3,avg_block_pcvpu_l1,avg_block_pcvpu_l2,avg_block_pcvpu_l3,avg_neighbor1_pcvpu_l1,avg_neighbor1_pcvpu_l2,avg_neighbor1_pcvpu_l3,avg_neighbor2_pcvpu_l1,avg_neighbor2_pcvpu_l2,avg_neighbor2_pcvpu_l3,avg_neighbor3_pcvpu_l1,avg_neighbor3_pcvpu_l2,avg_neighbor3_pcvpu_l3,avg_neighbor4_pcvpu_l1,avg_neighbor4_pcvpu_l2,avg_neighbor4_pcvpu_l3,avg_zip_pcvpu_l1,avg_zip_pcvpu_l2,outcome
2018,1406,10021,994337,220062,1914,104,87,17,289,4913,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,12,144,98.79134199,58.73419913,25.35036075,26.85897066,1.065800866,5.004753247,0.246753247,0.311688312,0.213852814,0.00952381,0.03030303,0.000865801,0.000865801,0,0.006926407,0,0.005194805,0,0.03982684,0.01038961,0.002597403,0.015584416,0.01991342,0.006060606,0,0,11.2477,3.2828,-9.831693912,8.732545833,5.335908333,1.815479167,3.125252632,4.772384211,5.129592982,4.246424324,6.661986486,8.783481081,28.42605,7.823554545,2.6412,6.344671429,4.021671429,4.48795,5.888774404,5.803558202,10.96059371
2019,1406,10021,994337,220062,1914,105,87,18,324,5832,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,12,144,98.60914582,59.14322692,25.30629853,26.80984565,1.06557377,4.93663503,0.246764452,0.310612597,0.213977567,0.011216566,0.029335634,0.000862813,0.000862813,0,0.006902502,0.001725626,0.005176877,0,0.039689387,0.011216566,0.002588438,0.01553063,0.018981881,0.006039689,0,0,-129.3898917,11.2477,3.2828,-3.728026773,8.732545833,5.335908333,22.26060175,3.125252632,4.772384211,33.01214054,4.246424324,6.661986486,123.6394286,28.42605,7.823554545,-1.021376628,6.344671429,4.021671429,-48.10813776,5.888774404,5.803558202
2020,1406,10021,994337,220062,1914,106,87,19,361,6859,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,12,144,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,1.5741,-129.3898917,11.2477,10.367996,-3.728026773,8.732545833,17.43109474,22.26060175,3.125252632,8.420494595,33.01214054,4.246424324,47.58973846,123.6394286,28.42605,7.590335714,-1.021376628,6.344671429,3.701262222,-48.10813776,5.888774404
2008,1406,10021,994451,219879,1910,98,44,54,2916,157464,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,3.1986,7.9999,7.9997,5.407268,8.105648,3.889116,4.846358621,8.029905172,2.355840678,15.32581081,18.53002703,2.619,11.0321,12.55096667,1.347125,1.136692857,4.655971429,3.950815385,6.889219909,15.95425658,8.171565601
2009,1406,10021,994451,219879,1910,99,44,55,3025,166375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,0,3.1986,7.9999,4.471972,5.407268,8.105648,2.683512069,4.846358621,8.029905172,5.413032432,15.32581081,18.53002703,0.198508333,11.0321,12.55096667,4.903078571,1.136692857,4.655971429,19.97481398,6.889219909,15.95425658
2010,1406,10021,994451,219879,1910,100,44,56,3136,175616,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,8,0,3.1986,4.39202,4.471972,5.407268,4.996937931,2.683512069,4.846358621,4.104781081,5.413032432,15.32581081,-0.584319458,0.198508333,11.0321,2.556885714,4.903078571,1.136692857,4.891323969,19.97481398,6.889219909
2011,1406,10021,994451,219879,1910,101,44,57,3249,185193,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,7.9997,8,0,2.358436,4.39202,4.471972,4.613760345,4.996937931,2.683512069,5.491813514,4.104781081,5.413032432,-1.10137076,-0.584319458,0.198508333,6.639707143,2.556885714,4.903078571,11.22323379,4.891323969,19.97481398
2012,1406,10021,994451,219879,1910,102,44,58,3364,195112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,3.5999,7.9997,8,2.762416,2.358436,4.39202,1.221263793,4.613760345,4.996937931,3.445154054,5.491813514,4.104781081,2.542681818,-1.10137076,-0.584319458,1.458828571,6.639707143,2.556885714,1.549398615,11.22323379,4.891323969
2013,1406,10021,994451,219879,1910,103,44,59,3481,205379,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,-7.883593603,3.5999,7.9997,12.719364,2.762416,2.358436,5.195498276,1.221263793,4.613760345,6.141889189,3.445154054,5.491813514,3.475163636,2.542681818,-1.10137076,8.098921429,1.458828571,6.639707143,8.530852019,1.549398615,11.22323379
2014,1406,10021,994451,219879,1910,104,44,60,3600,216000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,8,-7.883593603,3.5999,4.6071,12.719364,2.762416,2.346215517,5.195498276,1.221263793,3.147035135,6.141889189,3.445154054,7.365136364,3.475163636,2.542681818,5.233778571,8.098921429,1.458828571,6.203077865,8.530852019,1.549398615
2015,1406,10021,994451,219879,1910,105,44,61,3721,226981,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.87371134,60.86941581,25.35695876,26.79992363,1.067869416,4.847594502,0.243127148,0.316151203,0.216494845,0.011168385,0.030927835,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.037800687,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,7.9999,8,-7.883593603,9.4553625,4.6071,12.719364,8.600872414,2.346215517,5.195498276,8.945175676,3.147035135,6.141889189,15.96743636,7.365136364,3.475163636,6.663885714,5.233778571,8.098921429,11.00508978,6.203077865,8.530852019
2016,1406,10021,994451,219879,1910,106,44,62,3844,238328,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.81013746,59.37457045,25.41595074,26.88786751,1.071305842,4.855343643,0.245704467,0.315292096,0.214776632,0.011168385,0.030927835,0.000859107,0.000859107,0,0.006872852,0,0.005154639,0,0.038659794,0.012027491,0.00257732,0.015463918,0.018900344,0.006013746,0,0,3.1125,7.9999,8,1.815479167,9.4553625,4.6071,5.129592982,8.600872414,2.346215517,8.783481081,8.945175676,3.147035135,2.6412,15.96743636,7.365136364,4.48795,6.663885714,5.233778571,10.96059371,11.00508978,6.203077865
2017,1406,10021,994451,219879,1910,107,44,63,3969,250047,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.73149742,59.38468158,25.32989099,26.79871868,1.06454389,4.863907057,0.245266781,0.312392427,0.214285714,0.011187608,0.030981067,0.000860585,0.000860585,0,0.006884682,0,0.005163511,0,0.039586919,0.012908778,0.002581756,0.015490534,0.018932874,0.006024096,0,0,0.0832,3.1125,7.9999,5.335908333,1.815479167,9.4553625,4.772384211,5.129592982,8.600872414,6.661986486,8.783481081,8.945175676,7.823554545,2.6412,15.96743636,4.021671429,4.48795,6.663885714,5.803558202,10.96059371,11.00508978
2018,1406,10021,994451,219879,1910,108,44,64,4096,262144,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.79134199,58.73419913,25.35036075,26.85897066,1.065800866,5.004753247,0.246753247,0.311688312,0.213852814,0.00952381,0.03030303,0.000865801,0.000865801,0,0.006926407,0,0.005194805,0,0.03982684,0.01038961,0.002597403,0.015584416,0.01991342,0.006060606,0,0,8,0.0832,3.1125,8.732545833,5.335908333,1.815479167,3.125252632,4.772384211,5.129592982,4.246424324,6.661986486,8.783481081,28.42605,7.823554545,2.6412,6.344671429,4.021671429,4.48795,5.888774404,5.803558202,10.96059371
2019,1406,10021,994451,219879,1910,109,44,65,4225,274625,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,98.60914582,59.14322692,25.30629853,26.80984565,1.06557377,4.93663503,0.246764452,0.310612597,0.213977567,0.011216566,0.029335634,0.000862813,0.000862813,0,0.006902502,0.001725626,0.005176877,0,0.039689387,0.011216566,0.002588438,0.01553063,0.018981881,0.006039689,0,0,107.1778,8,0.0832,-3.728026773,8.732545833,5.335908333,22.26060175,3.125252632,4.772384211,33.01214054,4.246424324,6.661986486,123.6394286,28.42605,7.823554545,-1.021376628,6.344671429,4.021671429,-48.10813776,5.888774404,5.803558202
2020,1406,10021,994451,219879,1865,155,89,66,4356,287496,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,25,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,20.0045,107.1778,8,10.367996,-3.728026773,8.732545833,17.43109474,22.26060175,3.125252632,8.420494595,33.01214054,4.246424324,47.58973846,123.6394286,28.42605,7.590335714,-1.021376628,6.344671429,3.701262222,-48.10813776,5.888774404
2008,1407,10021,994442,220275,1927,81,0,81,6561,531441,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,-14.88548215,5.9859,0,0.433808333,38.34069167,0.8299375,33.59385652,6.403436364,-0.213527697,4.409839024,29.26184878,10.9665325,2.086626471,15.53583382,6.053416418,-1.085433947,26.15784375,3.4039375,6.889219909,15.95425658,8.171565601
2009,1407,10021,994442,220275,1927,82,0,82,6724,551368,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,4.9618,-14.88548215,5.9859,1.872154167,0.433808333,38.34069167,3.428573913,33.59385652,6.403436364,2.539314634,4.409839024,29.26184878,9.905958824,2.086626471,15.53583382,10.63327576,-1.085433947,26.15784375,19.97481398,6.889219909,15.95425658
2010,1407,10021,994442,220275,1927,83,0,83,6889,571787,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,-12.24490941,4.9618,-14.88548215,-3.111415844,1.872154167,0.433808333,3.619647826,3.428573913,33.59385652,7.585965854,2.539314634,4.409839024,3.236701471,9.905958824,2.086626471,8.123475758,10.63327576,-1.085433947,4.891323969,19.97481398,6.889219909
2011,1407,10021,994442,220275,1927,84,0,84,7056,592704,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,10,-12.24490941,4.9618,21.228108,-3.111415844,1.872154167,4.126391304,3.619647826,3.428573913,-0.449917631,7.585965854,2.539314634,6.046162319,3.236701471,9.905958824,5.071202941,8.123475758,10.63327576,11.22323379,4.891323969,19.97481398
2012,1407,10021,994442,220275,1927,85,0,85,7225,614125,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,4.3046,10,-12.24490941,2.78845,21.228108,-3.111415844,3.568052174,4.126391304,3.619647826,3.488317073,-0.449917631,7.585965854,1.147786957,6.046162319,3.236701471,2.358835294,5.071202941,8.123475758,1.549398615,11.22323379,4.891323969
2013,1407,10021,994442,220275,1927,86,0,86,7396,636056,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,13.9359,4.3046,10,6.07005,2.78845,21.228108,8.118209091,3.568052174,4.126391304,3.278992683,3.488317073,-0.449917631,4.527224638,1.147786957,6.046162319,22.84147647,2.358835294,5.071202941,8.530852019,1.549398615,11.22323379
2014,1407,10021,994442,220275,1927,87,0,87,7569,658503,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,11.8925,13.9359,4.3046,5.3055625,6.07005,2.78845,-2.320751584,8.118209091,3.568052174,5.483829268,3.278992683,3.488317073,8.072342029,4.527224638,1.147786957,10.39694118,22.84147647,2.358835294,6.203077865,8.530852019,1.549398615
2015,1407,10021,994442,220275,1927,88,0,88,7744,681472,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.87371134,60.86941581,25.35695876,26.79992363,1.067869416,4.847594502,0.243127148,0.316151203,0.216494845,0.011168385,0.030927835,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.037800687,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,11.0509,11.8925,13.9359,7.1519875,5.3055625,6.07005,4.948138095,-2.320751584,8.118209091,10.35586829,5.483829268,3.278992683,5.02543913,8.072342029,4.527224638,7.442,10.39694118,22.84147647,11.00508978,6.203077865,8.530852019
2016,1407,10021,994442,220275,1927,89,0,89,7921,704969,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,14,196,98.81013746,59.37457045,25.41595074,26.88786751,1.071305842,4.855343643,0.245704467,0.315292096,0.214776632,0.011168385,0.030927835,0.000859107,0.000859107,0,0.006872852,0,0.005154639,0,0.038659794,0.012027491,0.00257732,0.015463918,0.018900344,0.006013746,0,0,6.0473,11.0509,11.8925,6.917,7.1519875,5.3055625,8.268509524,4.948138095,-2.320751584,4.845102439,10.35586829,5.483829268,8.179313043,5.02543913,8.072342029,11.51555588,7.442,10.39694118,10.96059371,11.00508978,6.203077865
2017,1407,10021,994442,220275,1927,90,0,90,8100,729000,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,14,196,98.73149742,59.38468158,25.32989099,26.79871868,1.06454389,4.863907057,0.245266781,0.312392427,0.214285714,0.011187608,0.030981067,0.000860585,0.000860585,0,0.006884682,0,0.005163511,0,0.039586919,0.012908778,0.002581756,0.015490534,0.018932874,0.006024096,0,0,7.9883,6.0473,11.0509,19.03907083,6.917,7.1519875,4.41972381,8.268509524,4.948138095,6.352797561,4.845102439,10.35586829,3.961724638,8.179313043,5.02543913,6.499258824,11.51555588,7.442,5.803558202,10.96059371,11.00508978
2018,1407,10021,994442,220275,1927,91,0,91,8281,753571,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,14,196,98.79134199,58.73419913,25.35036075,26.85897066,1.065800866,5.004753247,0.246753247,0.311688312,0.213852814,0.00952381,0.03030303,0.000865801,0.000865801,0,0.006926407,0,0.005194805,0,0.03982684,0.01038961,0.002597403,0.015584416,0.01991342,0.006060606,0,0,8.4777,7.9883,6.0473,23.36833478,19.03907083,6.917,4.018009524,4.41972381,8.268509524,6.275192683,6.352797561,4.845102439,4.660536232,3.961724638,8.179313043,5.921194118,6.499258824,11.51555588,5.888774404,5.803558202,10.96059371
2019,1407,10021,994442,220275,1927,92,0,92,8464,778688,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,14,196,98.60914582,59.14322692,25.30629853,26.80984565,1.06557377,4.93663503,0.246764452,0.310612597,0.213977567,0.011216566,0.029335634,0.000862813,0.000862813,0,0.006902502,0.001725626,0.005176877,0,0.039689387,0.011216566,0.002588438,0.01553063,0.018981881,0.006039689,0,0,-109.2593058,8.4777,7.9883,-35.97349723,23.36833478,19.03907083,6.370095238,4.018009524,4.41972381,129.3419829,6.275192683,6.352797561,46.13784928,4.660536232,3.961724638,4.184561765,5.921194118,6.499258824,-48.10813776,5.888774404,5.803558202
2020,1407,10021,994442,220275,1926,94,0,94,8836,830584,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,14,196,106.754766,62.3882149,25.86655113,27.40983054,1.048526863,4.95779896,0.248700173,0.311958406,0.214038128,0.011265165,0.028596187,0.000866551,0.000866551,0,0.006065858,0.001733102,0.005199307,0,0.038994801,0.011265165,0.002599653,0.012998267,0.019930676,0.006065858,0,0,3.1889,-109.2593058,8.4777,10.19336522,-35.97349723,23.36833478,6.82923,6.370095238,4.018009524,9.663392857,129.3419829,6.275192683,2.943762319,46.13784928,4.660536232,13.15022353,4.184561765,5.921194118,3.701262222,-48.10813776,5.888774404
2008,1407,10021,994508,220194,1935,73,0,73,5329,389017,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,98.23973177,67.60854987,28.01892987,29.55646363,1.066219614,6.441332775,0.222129086,0.328583403,0.225481978,0.007544007,0.036881811,0.000838223,0.001676446,0.002514669,0.006705784,0.000838223,0.005867561,0,0.032690696,0.012573345,0.002514669,0.015088013,0.017602682,0.005867561,0,0,18.8596,18.75,3.2258,0.433808333,38.34069167,0.8299375,33.59385652,6.403436364,-0.213527697,4.409839024,29.26184878,10.9665325,2.086626471,15.53583382,6.053416418,-1.085433947,26.15784375,3.4039375,6.889219909,15.95425658,8.171565601
2009,1407,10021,994508,220194,1935,74,0,74,5476,405224,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,99.20710059,67.22147084,25.11432798,26.63992204,1.064243449,4.583364328,0.229078614,0.327979713,0.214708369,0.008453085,0.035502959,0.000845309,0.001690617,0.002535926,0.00591716,0,0.00591716,0,0.032121724,0.014370245,0.002535926,0.015215554,0.017751479,0.00591716,0,0,52.0295,18.8596,18.75,1.872154167,0.433808333,38.34069167,3.428573913,33.59385652,6.403436364,2.539314634,4.409839024,29.26184878,9.905958824,2.086626471,15.53583382,10.63327576,-1.085433947,26.15784375,19.97481398,6.889219909,15.95425658
2010,1407,10021,994508,220194,1935,75,0,75,5625,421875,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,99.23898305,66.19322034,24.63961864,26.60765066,1.06440678,4.576966102,0.230508475,0.324576271,0.215254237,0.009322034,0.036440678,0.000847458,0.001694915,0.002542373,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,-30.37979635,52.0295,18.8596,-3.111415844,1.872154167,0.433808333,3.619647826,3.428573913,33.59385652,7.585965854,2.539314634,4.409839024,3.236701471,9.905958824,2.086626471,8.123475758,10.63327576,-1.085433947,4.891323969,19.97481398,6.889219909
2014,1410,10021,994959,220851,1925,89,60,29,841,24389,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,10,100,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,2.8651,2.3878,0.2097,7.793105556,45.065945,2.543505,4.0584675,5.54487,1.948045,408.42645,11.5627,2.971678571,3.766171429,5.274128571,1.3068,7.739457143,10.67105,6.03462,6.203077865,8.530852019,1.549398615
2011,1407,10021,994508,220194,1935,76,0,76,5776,438976,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,99.26440678,65.2440678,25.06165254,26.57459981,1.066101695,4.836711864,0.234745763,0.321186441,0.216101695,0.009322034,0.037288136,0.000847458,0.001694915,0.000847458,0.006779661,0,0.005932203,0,0.031355932,0.01440678,0.002542373,0.015254237,0.01779661,0.005932203,0,0,34.557,-30.37979635,52.0295,21.228108,-3.111415844,1.872154167,4.126391304,3.619647826,3.428573913,-0.449917631,7.585965854,2.539314634,6.046162319,3.236701471,9.905958824,5.071202941,8.123475758,10.63327576,11.22323379,4.891323969,19.97481398
2012,1407,10021,994508,220194,1935,77,0,77,5929,456533,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,98.59148936,62.51148936,25.11446809,26.67728605,1.067234043,4.85492766,0.235744681,0.319148936,0.217021277,0.009361702,0.038297872,0.000851064,0.001702128,0.000851064,0.006808511,0,0.005957447,0,0.031489362,0.013617021,0.002553191,0.015319149,0.018723404,0.005957447,0,0,-10.02576803,34.557,-30.37979635,2.78845,21.228108,-3.111415844,3.568052174,4.126391304,3.619647826,3.488317073,-0.449917631,7.585965854,1.147786957,6.046162319,3.236701471,2.358835294,5.071202941,8.123475758,1.549398615,11.22323379,4.891323969
2013,1407,10021,994508,220194,1935,78,0,78,6084,474552,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,98.65523156,61.33018868,25.13867925,26.63834572,1.069468268,4.884656947,0.241852487,0.318181818,0.217838765,0.010291595,0.036020583,0.000857633,0.001715266,0,0.006861063,0,0.006003431,0,0.031732419,0.013722127,0.002572899,0.015437393,0.019725557,0.006003431,0,0,23.7393,-10.02576803,34.557,6.07005,2.78845,21.228108,8.118209091,3.568052174,4.126391304,3.278992683,3.488317073,-0.449917631,4.527224638,1.147786957,6.046162319,22.84147647,2.358835294,5.071202941,8.530852019,1.549398615,11.22323379
2014,1407,10021,994508,220194,1935,79,0,79,6241,493039,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,25,6,36,98.83591065,60.87886598,25.40893471,26.88772432,1.071305842,4.838084192,0.242268041,0.317869416,0.214776632,0.011168385,0.033505155,0.000859107,0.001718213,0,0.006872852,0,0.006013746,0,0.036082474,0.012886598,0.00257732,0.015463918,0.018041237,0.006013746,0,0,5.1001,23.7393,-10.02576803,5.3055625,6.07005,2.78845,-2.320751584,8.118209091,3.568052174,5.483829268,3.278992683,3.488317073,8.072342029,4.527224638,1.147786957,10.39694118,22.84147647,2.358835294,6.203077865,8.530852019,1.549398615
